0010375-O1,5.336900234222412,5.208199501037598
0113386-Fe1,6.863999843597412,7.094583511352539
0145133-Mn1,5.593699932098389,4.367502212524414
0185027-Fe20,3.9944000244140625,4.850740432739258
0009859-In1,6.389900207519531,6.385425090789795
0136334-Co1,2.601599931716919,2.665449619293213
0012011-O1,2.7039999961853027,2.5646560192108154
0179730-Mn1,5.075300216674805,4.891057968139648
0113386-O5,3.3083999156951904,4.1041998863220215
0179730-O2,3.8756000995635986,3.796138286590576
0109092-O9,5.792900085449219,5.109100818634033
0109092-O4,6.795400142669678,6.378104209899902
0155087-O3,3.933799982070923,3.582744598388672
0185027-O42,3.9052000045776367,3.8096976280212402
0136293-Sr2,9.307100296020508,8.394058227539062
0109684-O2,3.9611001014709473,3.9664688110351562
0136665-Sr2,6.743800163269043,6.790229797363281
0185027-Fe17,3.8526999950408936,4.782121658325195
0154647-Ni1,3.3991000652313232,3.081847906112671
0107269-O2,6.184999942779541,6.572170734405518
0169661-O2,2.3064000606536865,1.687802791595459
0147283-Sr5,8.274399757385254,8.861029624938965
0159784-Ti1,11.05150032043457,4.923463344573975
0111479-O2,5.39300012588501,5.426818370819092
0179730-Mn2,5.442399978637695,4.817828178405762
0185027-O50,3.5422000885009766,3.576817512512207
0194560-Nb1,14.699899673461914,13.562626838684082
0142004-O2,3.1421000957489014,3.278968095779419
0141559-Ti1,8.676300048828125,3.994438648223877
0125741-O2,2.247999906539917,2.225243091583252
0185027-O54,3.3636999130249023,3.433302640914917
0147283-O11,2.0785999298095703,2.122735023498535
0156399-O1,5.103899955749512,5.5028886795043945
0147283-O1,3.251699924468994,3.1238961219787598
0155205-Y1,11.420900344848633,12.469512939453125
0136293-Sr4,8.344300270080566,8.950653076171875
0136334-La3,8.737000465393066,7.981390953063965
0159759-O3,0.5224000215530396,0.7721915245056152
0289838-Ce1,17.138200759887695,16.06258773803711
0136665-O3,2.409899950027466,2.310699939727783
0124785-O1,4.7266998291015625,5.159036636352539
0109333-O5,5.5756001472473145,5.6891608238220215
0149894-O5,4.710999965667725,4.761486530303955
0185027-O59,3.376300096511841,3.743021011352539
0174252-La1,11.767000198364258,12.038290023803711
0185107-Ba2,8.350500106811523,11.34271240234375
0112334-Y2,13.909500122070312,13.843843460083008
0111316-O4,4.34689998626709,3.6728038787841797
0010079-O1,6.570700168609619,3.7061169147491455
0153176-Fe3,6.119800090789795,6.274443626403809
0010541-Sr1,8.60890007019043,8.841862678527832
0136293-O3,2.791300058364868,2.633751630783081
0117270-O10,2.3703999519348145,2.432457208633423
0171017-Co5,5.655399799346924,5.51703405380249
0108699-Ti2,15.222599983215332,14.784357070922852
0185492-O4,2.2385001182556152,2.267422914505005
0191847-Fe1,2.6768999099731445,2.5614049434661865
0111316-O2,4.48390007019043,3.6681549549102783
0185492-O2,2.4691998958587646,2.6795923709869385
0136293-O9,0.28349998593330383,0.3708457946777344
0289663-Ti1,14.398200035095215,16.033357620239258
0176585-O1,4.528800010681152,5.226406097412109
0011304-O1,3.8859000205993652,3.6447174549102783
