defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_Sr,5,0,8.2744,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_Sr,6,0,8.3386,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_Sr,2,0,8.5782,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_Sr,3,0,9.0963,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_Sr,1,0,8.5406,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_Sr,4,0,9.1014,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_Sr,7,0,8.3874,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,4,0,3.1348,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,8,0,3.0286,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,10,0,2.1314,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,12,0,3.1718,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,13,0,3.0628,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,9,0,2.1827,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,1,0,3.2517,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,7,0,3.7456,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,2,0,3.1035,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,5,0,2.9128,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,3,0,3.1061,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,6,0,2.7648,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,14,0,3.1187,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,11,0,2.0786,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_O,15,0,3.0327,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_Mn,1,0,9.2748,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_Mn,2,0,9.3506,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_Mn,3,0,9.3436,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
V_Mn,4,0,9.2906,,,,,,,Mn4O15Sr7,1.8806,-2.6885,4.231,DFT_PBE_U
