defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_O,6,0,2.4041,,,,,,,Ba6Mn5O16,1.4836,-2.5396,3.203,DFT_PBE_U
V_O,3,0,3.0089,,,,,,,Ba6Mn5O16,1.4836,-2.5396,3.203,DFT_PBE_U
V_O,5,0,2.811,,,,,,,Ba6Mn5O16,1.4836,-2.5396,3.203,DFT_PBE_U
V_O,2,0,2.4483,,,,,,,Ba6Mn5O16,1.4836,-2.5396,3.203,DFT_PBE_U
V_O,4,0,2.7863,,,,,,,Ba6Mn5O16,1.4836,-2.5396,3.203,DFT_PBE_U
V_O,1,0,2.1993,,,,,,,Ba6Mn5O16,1.4836,-2.5396,3.203,DFT_PBE_U
V_Mn,2,0,8.4816,,,,,,,Ba6Mn5O16,1.4836,-2.5396,3.203,DFT_PBE_U
V_Mn,1,0,8.6451,,,,,,,Ba6Mn5O16,1.4836,-2.5396,3.203,DFT_PBE_U
V_Mn,3,0,8.5331,,,,,,,Ba6Mn5O16,1.4836,-2.5396,3.203,DFT_PBE_U
V_Ba,2,0,8.7142,,,,,,,Ba6Mn5O16,1.4836,-2.5396,3.203,DFT_PBE_U
V_Ba,3,0,8.7074,,,,,,,Ba6Mn5O16,1.4836,-2.5396,3.203,DFT_PBE_U
V_Ba,1,0,8.6076,,,,,,,Ba6Mn5O16,1.4836,-2.5396,3.203,DFT_PBE_U
