defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_O,3,0,6.6828,,,,,,,Ba1Ce2O4,0.71,-3.5957,1.262,DFT_PBE_U
V_O,2,0,6.5518,,,,,,,Ba1Ce2O4,0.71,-3.5957,1.262,DFT_PBE_U
V_O,4,0,6.5635,,,,,,,Ba1Ce2O4,0.71,-3.5957,1.262,DFT_PBE_U
V_O,1,0,6.8914,,,,,,,Ba1Ce2O4,0.71,-3.5957,1.262,DFT_PBE_U
V_Ce,2,0,4.9286,,,,,,,Ba1Ce2O4,0.71,-3.5957,1.262,DFT_PBE_U
V_Ba,1,0,2.375,,,,,,,Ba1Ce2O4,0.71,-3.5957,1.262,DFT_PBE_U
