defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_Sr,3,0,6.6306,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
V_Sr,1,0,6.9541,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
V_Sr,4,0,6.1761,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
V_Sr,2,0,6.844,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
V_O,6,0,4.169,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
V_O,3,0,3.9847,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
V_O,5,0,4.2397,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
V_O,2,0,3.8756,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
V_O,4,0,4.0549,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
V_O,7,0,3.3577,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
V_O,1,0,3.7441,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
V_Mn,2,0,5.4424,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
V_Mn,1,0,5.0753,,,,,,,Mn4O13Sr7,1.4068,-2.728,3.671,DFT_PBE_U
