defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_Ti,1,0,14.5961,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_Ti,2,0,14.485,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_Ti,3,0,15.1299,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_Ti,4,0,14.9989,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,6,0,5.7906,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,3,0,5.684,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,11,0,5.8706,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,10,0,5.7207,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,12,0,6.1468,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,13,0,5.5873,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,9,0,6.2802,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,1,0,5.9762,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,7,0,6.0004,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,4,0,5.7062,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,2,0,5.71,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,5,0,5.7495,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,14,0,5.9513,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_O,8,0,5.9466,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_La,3,0,14.2809,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_La,1,0,13.3966,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_La,4,0,14.2162,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
V_La,2,0,13.2672,,,,,,,La2O7Ti2,2.9208,-3.6325,3.337,DFT_PBE_U
