defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_O,27,0,3.0073,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,25,0,3.144,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,24,0,3.5529,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,3,0,3.214,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,11,0,3.0625,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,19,0,3.6432,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,14,0,3.5742,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,6,0,3.3139,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,17,0,3.2363,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,22,0,3.0089,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,21,0,3.2641,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,9,0,6.601,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,3,0,5.5871,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,1,0,5.9835,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,15,0,5.1686,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,14,0,5.7673,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,8,0,6.0115,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,6,0,5.692,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,17,0,5.6788,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,19,0,5.734,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,7,0,5.2296,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,10,0,7.3473,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,13,0,5.8003,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,12,0,6.518,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,20,0,5.8709,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,5,0,5.6187,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,11,0,6.9967,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,16,0,5.53,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,4,0,6.0178,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,18,0,5.6491,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Fe,2,0,5.6783,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
