defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_Sr,2,0,8.4598,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_Sr,1,0,8.281,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,28,0,3.1738,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,9,0,2.994,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,2,0,3.1421,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,20,0,3.418,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,16,0,3.5072,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,4,0,3.2325,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,7,0,3.315,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,1,0,3.2493,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,13,0,3.3888,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,5,0,3.3618,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,12,0,3.1187,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,26,0,3.4277,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,18,0,3.2754,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,10,0,2.981,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,8,0,3.3198,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,15,0,3.5123,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
V_O,23,0,3.1789,,,,,,,Fe12O19Sr1,1.0765,-1.817,4.163,DFT_PBE_U
