defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_Ti,1,0,16.663,,,,,,,O2Ti1,3.3933,-3.1904,3.026,DFT_PBE_U
V_O,1,0,5.9328,,,,,,,O2Ti1,3.3933,-3.1904,3.026,DFT_PBE_U
