defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_Sr,3,0,7.1304,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_Sr,1,0,7.3117,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_Sr,2,0,7.331,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_Sr,4,0,7.1431,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,4,0,3.3108,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,11,0,2.3967,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,12,0,2.588,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,13,0,3.1713,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,9,0,3.1014,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,1,0,3.3988,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,7,0,3.6481,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,5,0,3.5564,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,2,0,3.4074,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,10,0,3.2885,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,8,0,3.6529,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,3,0,3.4098,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_O,6,0,3.4803,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_Fe,1,0,4.6131,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_Fe,6,0,4.6307,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_Fe,3,0,4.7554,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_Fe,4,0,4.1743,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_Fe,5,0,4.6581,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
V_Fe,2,0,4.6589,,,,,,,Fe6O13Sr4,0.6525,-2.2644,3.3,DFT_PBE_U
