defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_Sr,1,0,9.947,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_Sr,2,0,9.8264,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_O,6,0,6.3343,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_O,3,0,6.2372,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_O,5,0,6.263,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_O,2,0,6.2432,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_O,4,0,6.3469,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_O,7,0,6.2482,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_O,1,0,6.2968,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_O,8,0,6.2083,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_Al,4,0,12.9223,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_Al,3,0,12.9557,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_Al,2,0,13.0692,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
V_Al,1,0,12.9895,,,,,,,Al2O4Sr1,4.1372,-3.4717,1.62,DFT_PBE_U
