defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_O,3,0,2.8799,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U
V_O,2,0,3.16,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U
V_O,4,0,2.9978,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U
V_O,1,0,2.7992,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U
V_Mn,4,0,4.8021,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U
V_Mn,2,0,5.743,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U
V_Mn,5,0,4.6919,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U
V_Mn,1,0,5.9376,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U
V_Mn,3,0,5.6481,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U
V_La,1,0,10.0126,,,,,,,La1Mn7O12,0.2582,-2.2472,1.378,DFT_PBE_U
