defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_Sr,1,0,8.9308,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_O,6,0,4.8533,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_O,3,0,4.7454,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_O,5,0,4.3269,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_O,2,0,4.6596,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_O,4,0,4.1013,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_O,7,0,4.702,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_O,1,0,4.6238,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_O,9,0,4.9616,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_O,10,0,5.0872,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_O,8,0,4.6576,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_Nb,3,0,16.18,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_Nb,2,0,16.2461,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_Nb,1,0,16.2916,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
V_Nb,4,0,17.2151,,,,,,,Nb6O16Sr1,1.9491,-2.9673,3.7,DFT_PBE_U
