defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_O,7,0,5.0731,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,4,0,5.992,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,12,0,5.63,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,13,0,5.9201,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,9,0,5.6139,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,1,0,5.8217,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,11,0,5.9013,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,2,0,5.4937,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,10,0,5.4299,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,5,0,5.8171,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,8,0,5.868,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,3,0,5.8376,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,6,0,5.8336,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_O,14,0,5.5554,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_Nb,3,0,16.5766,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_Nb,4,0,16.946,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_Nb,2,0,16.624,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_Nb,1,0,16.484,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_Ca,3,0,9.6437,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_Ca,1,0,9.3485,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_Ca,4,0,10.3693,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
V_Ca,2,0,10.4133,,,,,,,Ca2Nb2O7,3.0187,-3.1852,3.259,DFT_PBE_U
