defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_O,27,0,3.1514,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,42,0,3.9052,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,29,0,3.1434,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,68,0,2.8167,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,45,0,3.6207,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,41,0,3.8978,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,1,0,2.9418,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,30,0,3.1198,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,7,0,3.0174,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,4,0,3.3757,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,16,0,2.9076,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,62,0,3.456,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,32,0,3.6969,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,20,0,2.8587,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,2,0,2.8236,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,25,0,3.1349,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,48,0,3.5437,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,65,0,3.3624,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,51,0,3.1538,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,44,0,3.5205,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,40,0,3.8602,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,66,0,3.2594,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,5,0,3.4238,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,47,0,3.4671,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,33,0,3.6871,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,15,0,3.0437,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,8,0,2.9368,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,35,0,3.3392,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,69,0,2.8941,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,10,0,2.8887,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,18,0,2.8792,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,26,0,3.0935,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,67,0,2.9132,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,9,0,3.0007,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,57,0,3.346,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,52,0,3.448,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,31,0,3.7062,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,53,0,3.2867,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,60,0,3.6128,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,12,0,3.2679,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,13,0,3.3174,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,37,0,3.2645,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,50,0,3.5422,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,23,0,3.2754,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,17,0,2.9764,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,63,0,3.3509,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,34,0,3.6461,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,21,0,2.9288,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,56,0,3.4226,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,49,0,3.456,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,39,0,3.8752,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,61,0,3.5989,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,3,0,3.4347,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,6,0,3.196,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,14,0,3.1745,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,46,0,3.7287,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,58,0,3.3894,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,24,0,3.089,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,70,0,2.7269,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,11,0,3.3856,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,19,0,2.9353,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,38,0,3.2723,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,55,0,3.1687,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,59,0,3.3763,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,36,0,3.2114,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,22,0,2.8928,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,64,0,3.3174,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,28,0,3.1018,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,43,0,3.7097,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_O,54,0,3.3637,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,14,0,5.549,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,17,0,3.8527,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,19,0,4.0694,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,10,0,3.8032,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,6,0,3.9042,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,28,0,3.8416,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,8,0,4.0336,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,26,0,3.9796,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,21,0,4.52,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,23,0,4.7009,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,13,0,4.9999,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,12,0,4.0278,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,27,0,4.1934,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,22,0,4.6387,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,18,0,4.1756,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,24,0,4.4473,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,25,0,4.2227,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,4,0,3.7937,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,9,0,4.1149,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,11,0,4.0438,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,20,0,3.9944,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Fe,3,0,4.1917,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,9,0,6.5377,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,18,0,6.7568,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,8,0,6.4385,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,17,0,6.71,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,28,0,6.4267,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,1,0,6.6956,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,12,0,6.6133,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,25,0,6.6515,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,6,0,6.8551,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,19,0,6.6382,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,11,0,6.5607,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,23,0,6.637,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,21,0,6.6537,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,10,0,6.6425,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,24,0,6.527,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,26,0,6.1708,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,3,0,6.7562,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,15,0,6.8926,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,2,0,6.5593,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,5,0,6.4706,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,27,0,6.6439,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,16,0,6.9393,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,4,0,6.5745,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,20,0,6.6276,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,7,0,6.5979,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,14,0,6.9942,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
V_Ba,22,0,6.6207,,,,,,,Ba2Fe2O5,0.866,-2.3719,3.896,DFT_PBE_U
