defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_Ti,1,0,14.9352,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_Ti,2,0,14.379,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_Ti,4,0,14.394,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_Ti,3,0,15.1249,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_Ti,5,0,14.9708,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_O,6,0,5.4196,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_O,3,0,5.454,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_O,5,0,5.0833,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_O,2,0,5.5618,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_O,4,0,5.573,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_O,7,0,5.2835,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_O,1,0,5.8796,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_O,9,0,5.9937,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_O,8,0,5.0505,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
V_Ba,1,0,9.9521,,,,,,,Ba4O30Ti13,2.6742,-3.3423,2.622,DFT_PBE_U
