defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory
V_O,3,0,1.6998,,,,,,,Ba5Co5O14,0.9572,-2.0916,6.674,DFT_PBE_U
V_O,5,0,1.7332,,,,,,,Ba5Co5O14,0.9572,-2.0916,6.674,DFT_PBE_U
V_O,2,0,1.6794,,,,,,,Ba5Co5O14,0.9572,-2.0916,6.674,DFT_PBE_U
V_O,4,0,1.5741,,,,,,,Ba5Co5O14,0.9572,-2.0916,6.674,DFT_PBE_U
V_O,1,0,1.4104,,,,,,,Ba5Co5O14,0.9572,-2.0916,6.674,DFT_PBE_U
V_Co,2,0,5.0204,,,,,,,Ba5Co5O14,0.9572,-2.0916,6.674,DFT_PBE_U
V_Co,1,0,5.677,,,,,,,Ba5Co5O14,0.9572,-2.0916,6.674,DFT_PBE_U
V_Co,3,0,5.0834,,,,,,,Ba5Co5O14,0.9572,-2.0916,6.674,DFT_PBE_U
V_Ba,2,0,8.3505,,,,,,,Ba5Co5O14,0.9572,-2.0916,6.674,DFT_PBE_U
V_Ba,3,0,8.3969,,,,,,,Ba5Co5O14,0.9572,-2.0916,6.674,DFT_PBE_U
V_Ba,1,0,8.8622,,,,,,,Ba5Co5O14,0.9572,-2.0916,6.674,DFT_PBE_U
